additional_links,address,agent,baths,beds,commonhold_details,council_tax_band,country_code,currency,date_added,description,link,price,property_id,property_size,property_type,service_charge,tenure,time_remaining_on_lease,type,url,virtual_tour
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/262k/261572/149937971/261572_238181_DOC_00_0000.pdf""]","137 Greenbank Road, Edinburgh, EH10 5RP","Reduced yesterday
 by Allingham & Co, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced yesterday,"This delightful four bedroomed detached bungalow is located in Greenbank, a highly sought-after residential area just South of the city centre.  This spacious family home is in catchment for excellent schools and has great transport links and local amenities.  In addition to the four good sized b...",https://www.rightmove.co.uk/properties/149937971#/?channel=RES_BUY,659950,149937971,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/149937971#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/92k/91640/158768090/91640_245271_DOC_00_0000.pdf""]","7 Craigs Crescent, Corstorphine, Edinburgh EH12 8HT","Added on 27/02/2025
 by Warners Solicitors, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",F,GB,GBP,Added on 27/02/2025,"Spacious and well presented detached extended bungalow offering flexible accommodation to five bedrooms set on a quiet residential street in the heart of Corstorphine. Surrounded by a wealth of excellent local amenities, quick transport links including an excellent bus service to and from the cit...",https://www.rightmove.co.uk/properties/158768090#/?channel=RES_BUY,650000,158768090,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158768090#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165560/158662019/165560_19648_DOC_00_0000.pdf""]",24B Coltbridge Avenue,"Added on 18/02/2025
 by Urquharts Solicitors, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 18/02/2025,"24B Coltbridge Avenue is a unique and rarely available four-bedroom detached villa overlooking the Water of Leith with private parking. Situated in the desirable Murrayfield area, the location is superb with excellent local amenities and schools and is a convenient walking distance to the city ce...",https://www.rightmove.co.uk/properties/158662019#/?channel=RES_BUY,650000,158662019,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158662019#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Frederick Street, Edinburgh, Midlothian","Added on 28/08/2024
 by Rettie, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 28/08/2024,"This impressively spacious second floor, three bedroom apartment in the heart of Edinburgh's historic New Town offers an excellent opportunity as either a private residence or as a rental investment. The location of the apartment allows the owner to take full advantage of city centre ...",https://www.rightmove.co.uk/properties/151804868#/?channel=RES_BUY,650000,151804868,1584sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/151804868#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/42k/41048/157887017/41048_EBR012477399_DOC_01_0002.pdf""]","Drumsheugh Gardens, Edinburgh, EH3","Added on 06/02/2025
 by Knight Frank, Edinburgh",0,1,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 06/02/2025,"A superb first-floor Drawing Room apartment located in the heart of the West End. Drumsheugh Gardens is an elegant first-floor apartment within the prestigious Square and Crescent development, completed in 2017. Refurbished to an exceptional standard, the property combines contemporary style wit...",https://www.rightmove.co.uk/properties/157887017#/?channel=RES_BUY,650000,157887017,1292sq. ft,for-sale,,Leasehold (40 years),40 years,p,https://www.rightmove.co.uk/properties/157887017#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Royal Meadows,
Sciennes Road,
Edinburgh,
EH9 1LG","Added on 11/12/2024
 by Square and Crescent",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 11/12/2024,"Located on Sciennes Road, these carefully restored villas offer accommodation over one level with spacious open plan living areas and highly specified finishes throughout. Well-proportioned bedrooms benefit from ample wardrobe space and a luxurious en-suite with underfloor heating.",https://www.rightmove.co.uk/properties/155841290#/?channel=RES_BUY,650000,155841290,882sq. ft,for-sale,,Leasehold (40 years),40 years,villa,https://www.rightmove.co.uk/properties/155841290#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Scotland Street, New Town, Edinburgh, EH3","Added on 24/01/2025
 by Savills, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 24/01/2025,Rare opportunity to buy a newly refurbished garden apartment with additional studio property and private garage. Situated in the heart of Edinburgh's prestigious New Town.,https://www.rightmove.co.uk/properties/157320290#/?channel=RES_BUY,650000,157320290,1464sq. ft,for-sale,,Leasehold (160 years),160 years,apa,https://www.rightmove.co.uk/properties/157320290#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/199k/198836/158590343/198836_251483_DOC_00_0000.pdf""]","3 Muirdale Terrace, Edinburgh, EH4 3QW","Added on 22/02/2025
 by Watermans, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 22/02/2025,"Set on an established street and forming part of a traditional row in Blackhall, this mid-terraced house is well-presented with a blend of modern fixtures and fittings, period features, and muted decor. The home offers flexible accommodation including four bedrooms, two reception rooms, a kitchen...",https://www.rightmove.co.uk/properties/158590343#/?channel=RES_BUY,650000,158590343,1539sq. ft,for-sale,,Leasehold (40 years),40 years,villa,https://www.rightmove.co.uk/properties/158590343#/?channel=RES_BUY,Available (link not found)
,"Craigs Road, Edinburgh, Midlothian","Marketed by Rettie, Edinburgh",0,0,,,GB,GBP,,"This development opportunity is located in the West of Edinburgh, in the new West Craigs neighbourhood. This location boasts excellent connectivity to both local and national road networks. It is approximately 5.0 miles west of Edinburgh City Centre via Craigs Road and is about 0.75 m...",https://www.rightmove.co.uk/properties/151371926#/?channel=COM_BUY,650000,151371926,21780sq. ft,for-sale,,,,Not specified,https://www.rightmove.co.uk/properties/151371926#/?channel=COM_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Royal Meadows,
Sciennes Road,
Edinburgh,
EH9 1LG","Added on 05/04/2024
 by Square and Crescent",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 05/04/2024,"FULL LBTT PAID* Sciennes Apartment East 03 - Sciennes Road, Edinburgh Comprising six stylish apartments within the historic red sandstone building, these 2 & 3 bedroom properties benefit from ceilings and impressive proportions with lift access to all floors",https://www.rightmove.co.uk/properties/146489918#/?channel=RES_BUY,650000,146489918,926sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/146489918#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/96k/95110/150928778/95110_236372_DOC_00_0000.pdf""]","7 Stanedykehead, Braids, Edinburgh, EH16 6YE","Reduced on 08/08/2024
 by Coulters, Edinburgh & The Lothians",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 08/08/2024,"Fixed Price £35,000 under valuation Nestled in the heart of the Braid Hills and beautiful greenland, 7 Standykehead is a haven of peace and tranquillity while having the city of Edinburgh on your doorstep. This well-presented family home is well proportioned with fantastic living space. This de...",https://www.rightmove.co.uk/properties/150928778#/?channel=RES_BUY,640000,150928778,1808sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/150928778#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Warrender Park Crescent, Marchmont, Edinburgh, EH9","Added on 06/12/2024
 by Lindsays, Edinburgh",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 06/12/2024,"£35k BELOW HOME REPORT VALUE. An exceptionally spacious second floor flat which extends to approximately 2089 sq ft, forming part of an attractive B listed traditional tenement, situated in the sought after area of Marchmont. This elegant property offers a superb home which boasts bea...",https://www.rightmove.co.uk/properties/155752670#/?channel=RES_BUY,640000,155752670,2089sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/155752670#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/250k/249212/158451434/249212_16953_DOC_00_0000.pdf"", ""https://media.rightmove.co.uk/250k/249212/158451434/249212_16953_DOC_01_0000.pdf""]","13 House O’Hill Crescent, Blackhall, Edinburgh, EH4 5DE","Added on 19/02/2025
 by Connell and Connell WS, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 19/02/2025,13 House O'Hill Crescent is set in a peaceful street within the popular residential area of Blackhall. The property comprises a delightful and deceptively spacious four-bedroom detached bungalow with flexible accommodation extending to 1611sq.ft over two floors having been extended into the attic...,https://www.rightmove.co.uk/properties/158451434#/?channel=RES_BUY,640000,158451434,,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/158451434#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/42k/41048/153941093/41048_EBR012498780_DOC_01_0013.pdf""]","Gayfield Place Lane, Edinburgh, EH1","Reduced on 11/02/2025
 by Knight Frank, Edinburgh",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 11/02/2025,"Three storey Mews house with four bedrooms, private garden and garage. Situated in the heart of Edinburgh, 15 Gayfield Place Lane is an exceptional four-bedroom mews house offering a serene and private setting while being just moments from the city's vibrant amenities. The property boasts genero...",https://www.rightmove.co.uk/properties/153941093#/?channel=RES_BUY,640000,153941093,1569sq. ft,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/153941093#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","118/6 Thirlestane Road, Edinburgh, Midlothian, EH9 1AS","Added on 05/03/2025
 by Wilson Property Group, Edinburgh",2,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 05/03/2025,"This luxurious top-floor Victorian apartment offers spacious city living, featuring 4 bedrooms, 2 bathrooms, designer kitchen/diner with period features throughout.",https://www.rightmove.co.uk/properties/159043862#/?channel=RES_BUY,640000,159043862,1488sq. ft,for-sale,,Leasehold (40 years),40 years,Not specified,https://www.rightmove.co.uk/properties/159043862#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","7/2 Grosvenor Crescent, West End, Edinburgh, EH12 5EP","Reduced on 23/01/2025
 by Simpson & Marwick, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 23/01/2025,"Stunning first floor, drawing room apartment with 2 bedrooms and an excellent open outlook, situated in the highly sought after and central West End of Edinburgh.",https://www.rightmove.co.uk/properties/156556424#/?channel=RES_BUY,640000,156556424,1309sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/156556424#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Norwal Drive,
Edinburgh,
EH12 0EP","Added on 27/01/2025
 by David Wilson Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 27/01/2025,"The bright, open-plan kitchen includes dining and family areas and has a glazed bay with French doors to the garden. There is also a utility room, large lounge and WC on the ground floor. On the first floor there are four good-sized double bedrooms, the main bedroom with en suite, and a large fam...",https://www.rightmove.co.uk/properties/157441007#/?channel=RES_BUY,639995,157441007,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157441007#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Norwal Drive,
Edinburgh,
EH12 0EP","Added on 02/12/2024
 by David Wilson Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 02/12/2024,"The bright, open-plan kitchen includes dining and family areas and has a glazed bay with French doors to the garden. There is also a utility room, large lounge and WC on the ground floor. On the first floor there are four good-sized double bedrooms, the main bedroom with en suite, and a large fam...",https://www.rightmove.co.uk/properties/155595590#/?channel=RES_BUY,639995,155595590,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/155595590#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/171k/170039/148267523/170039_9968_DOC_00_0000.pdf""]",27A Eglinton Crescent,"Reduced on 24/01/2025
 by Cullerton's, Edinburgh",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 24/01/2025,"This two-bedroom garden flat is a stunning main-door property set within a classically-detailed (B-listed) Victorian terrace by the renowned and highly influential Scottish architect, John Chesser. It forms part of the New Town World Heritage Site, and is situated in the heart of Edinburgh's high...",https://www.rightmove.co.uk/properties/148267523#/?channel=RES_BUY,635000,148267523,,for-sale,,Leasehold (30 years),30 years,Not specified,https://www.rightmove.co.uk/properties/148267523#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Turnhouse Road, 
Edinburgh, 
EH12 0AX","Added on 28/01/2025
 by Cala Homes Scotland East",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 28/01/2025,"Ready for you to move into, this impressive home features an additional separate study room and a south facing rear garden. Great location with excellent connections by bus, rail and tram.",https://www.rightmove.co.uk/properties/159242132#/?channel=RES_BUY,634995,159242132,1685sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159242132#/?channel=RES_BUY,Available (link not found)
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Royal Meadows,
Sciennes Road,
Edinburgh,
EH9 1LG","Added on 05/04/2024
 by Square and Crescent",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 05/04/2024,"FULL LBTT PAID* Sciennes Apartment East 01 - Sciennes Road, Edinburgh Comprising six stylish apartments within the historic red sandstone building, these 2 & 3 bedroom properties benefit from ceilings and impressive proportions with lift access to all floors",https://www.rightmove.co.uk/properties/146488478#/?channel=RES_BUY,630000,146488478,936sq. ft,for-sale,,Leasehold (40 years),40 years,apa,https://www.rightmove.co.uk/properties/146488478#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/64k/63185/151460927/63185_241385_DOC_00_0000.pdf""]","3A Ramsay Garden, Edinburgh, EH1 4NA","Added on 18/08/2024
 by Sturrock, Armstrong and Thomson, Edinburgh",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 18/08/2024,"NOW AT A FIXED PRICE £20,000 UNDER HOME REPORT VALUE A delightful three-bedroom duplex apartment forming part of a historic Old Town building which was built in 1760 by Allan Ramsay, the portrait painter and developed between 1890 and 1893 into its current format by the urban planner Patrick Ged...",https://www.rightmove.co.uk/properties/151460927#/?channel=RES_BUY,630000,151460927,,for-sale,,Leasehold (40 years),40 years,duplex,https://www.rightmove.co.uk/properties/151460927#/?channel=RES_BUY,
