additional_links,address,agent,baths,beds,commonhold_details,council_tax_band,country_code,currency,date_added,description,ground_rent,link,price,property_id,property_size,property_type,service_charge,tenure,time_remaining_on_lease,type,url,virtual_tour
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Maldon Road,
Burnham-On-Crouch,
CM0","Added on 23/12/2024
 by David Wilson Homes",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 23/12/2024,"**SOUTH FACING GARDENS** OVERLOOKING OPEN SPACE** PHOTOVOLTAIC PANELS** The Exeter features an open-plan kitchen-diner with French doors to your garden with a handy utility room. On the ground floor, you will also find your large bay-fronted lounge.
 
Upstairs, you'll find your principal bedroom...",,https://www.rightmove.co.uk/properties/157845260#/?channel=RES_BUY,630000,157845260,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157845260#/?channel=RES_BUY,
,"Roman Way, Burnham-on-crouch","Added on 01/03/2025
 by Curtis O'Boyle, Maldon",0,4,,,,,Added on 01/03/2025,"Situated at the end of a cul-de-sac a detached family home on an impressive 0.18 acre plot with double garage and large rear garden. Accommodation includes four good size bedrooms, two ensuites and a family bathroom to the first floor, through lounge, separate dining room, kitchen/breakfast room,...",,https://www.rightmove.co.uk/properties/158869367#/?channel=RES_BUY,600000,158869367,,for-sale,,,,detached h,https://www.rightmove.co.uk/properties/158869367#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Burnham Waters, Waters Avenue, Burnham-On-Crouch","Added on 12/03/2025
 by William H. Brown, Maldon",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 12/03/2025,"The Chelmer - A unique two bedroom/two bathroom bungalow for comfortable, easy living. Set in a peaceful countryside haven - ideal for getting out to enjoy fresh air and wide open spaces of the surrounding area.",,https://www.rightmove.co.uk/properties/159315248#/?channel=RES_BUY,600000,159315248,1334sq. ft,for-sale,,Leasehold (10 years),10 years,detached bungal,https://www.rightmove.co.uk/properties/159315248#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/8k/7881/158549882/7881_33690267_DOC_00_0010.pdf""]","Maldon Road, Burnham-on-Crouch","Added on 21/02/2025
 by Church & Hawes, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",E,GB,GBP,Added on 21/02/2025,"**GUIDE PRICE £600,000 TO £625,000**LOCATION, LOCATION, LOCATION!!** Being sold with NO ONWARD CHAIN and set in a most unique and impressive location, where properties are rare to the market with an enviable position tucked off Maldon Road down a private mews, is this extremely well presented det...",,https://www.rightmove.co.uk/properties/158549882#/?channel=RES_BUY,600000,158549882,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158549882#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165632/152315375/165632_33364917_DOC_00_0010.pdf""]","Welland Road, Burnham-On-Crouch","Added on 11/09/2024
 by S J Warren, Burnham-On-Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 11/09/2024,"ARE YOU LOOKING FOR A PROPERTY WITH AMAZING POTENTIAL TO CONVERT AN EXISTING BUILDING INT OAN ANNEXE. This very spacious four bedroom detached offers on the ground floor a good size lounge, dining room, study, kitchen/breakfast room, utility room and cloakroom/w/c. and double glazed conservat...",,https://www.rightmove.co.uk/properties/152315375#/?channel=RES_BUY,595000,152315375,1669sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/152315375#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165632/159044915/165632_33718802_DOC_00_0008.pdf""]","Kings Road, Burnham-On-Crouch","Added on 05/03/2025
 by S J Warren, Burnham-On-Crouch",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 05/03/2025,Proudly offering one of Burnhams prime located and focal point properties situated on the gorgeous esplanade and offering the most stunning river views. Offered to the highest of standards interior designed turnkey property with the accommodation over three floors including a spilt level rece...,,https://www.rightmove.co.uk/properties/159044915#/?channel=RES_BUY,590000,159044915,1281sq. ft,for-sale,,Leasehold (40 years),40 years,te,https://www.rightmove.co.uk/properties/159044915#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165632/158348552/165632_33318847_DOC_00_0003.pdf""]","Bouvel Drive, Burnham-On-Crouch","Reduced on 17/02/2025
 by S J Warren, Burnham-On-Crouch",0,5,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 17/02/2025,"Located in a favourable turning fringes of Burnham On Crouch offering easy access into the town, high street, shops, restaurants, railway station and of course Burnham's beautiful river front. This five bedroom detached house offers a wealth of totally versatile accommodation and even the po...",,https://www.rightmove.co.uk/properties/158348552#/?channel=RES_BUY,585000,158348552,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158348552#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/8k/7881/154577804/7881_33486396_DOC_00_0015.pdf""]","Plot 35, Burnham Waters","Added on 04/11/2024
 by Church & Hawes, Burnham on Crouch",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 04/11/2024,"NEW RELEASE - PLOT 35 'THE CROUCH'. This high specification home benefits from a principal bedroom with en-suite and built in wardrobe, a spacious second bedroom with feature bay window, large luxurious bathroom and stunning open plan living space with feature floor to ceiling windows. Show Hom...",,https://www.rightmove.co.uk/properties/154577804#/?channel=RES_BUY,585000,154577804,1292sq. ft,for-sale,,Leasehold (10 years),10 years,detached bungal,https://www.rightmove.co.uk/properties/154577804#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165632/156260567/165632_33574127_DOC_00_0002.pdf""]","The Cobbins, Burnham On Crouch","Added on 26/12/2024
 by S J Warren, Burnham-On-Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/12/2024,"Located on the fringes of Burnham but still offering easy access to the town centre, shops, restaurants, yacht clubs and the river front and country park. The Cobbins is a small development of select executive style detached house and as you will see, the owners rarely offer them for sale.",,https://www.rightmove.co.uk/properties/156260567#/?channel=RES_BUY,580000,156260567,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/156260567#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Brookfield Park, Southminster Road, Burnham On Crouch, CM0","Added yesterday
 by Bairstow Eves, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added yesterday,"**STAMP DUTY INCENTIVE ON THIS PLOT - CALL NOW FOR DETAILS** The Hastings is a spacious, detached home that includes a single garage. This house has 4 large double bedrooms, a large kitchen/diner with a separate utility room. On the ground floor there is also a cloakroom and a large fa...",,https://www.rightmove.co.uk/properties/159554693#/?channel=RES_BUY,575000,159554693,1848sq. ft,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159554693#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/8k/7881/156801254/7881_33599814_DOC_00_0016.pdf""]",Harris Street Burnham on Crouch,"Reduced on 20/02/2025
 by Church & Hawes, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 20/02/2025,Favourably positioned on the ever sought after Corinthian Place development built by Messrs. David Wilson Homes on the fringes of Burnham-on-Crouch is this wonderful executive detached family home which has been meticulously presented and is wonderfully maintained throughout. The property offers ...,,https://www.rightmove.co.uk/properties/156801254#/?channel=RES_BUY,575000,156801254,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/156801254#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Maldon Road, Burnham-On-Crouch","Added on 12/03/2025
 by William H. Brown, Maldon",0,2,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 12/03/2025,"The Crouch - A unique two bedroom/two bathroom bungalow for comfortable, easy living. Set in a peaceful countryside haven - ideal for getting out to enjoy fresh air and wide open spaces of the surrounding area.",,https://www.rightmove.co.uk/properties/159310508#/?channel=RES_BUY,575000,159310508,1292sq. ft,for-sale,,Leasehold (10 years),10 years,detached bungal,https://www.rightmove.co.uk/properties/159310508#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Brookfield Park, Southminster Road, Burnham On Crouch, CM0","Added on 14/11/2024
 by Bairstow Eves, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 14/11/2024,"LAST 2 HOMES REMAINING - CALL NOW TO BOOK YOUR APPOINTMENT TO VIEW This lovely, detached home offers four bedrooms and two en suites. Perfect for a family home or space for your guests to stay. The well planned layout on the ground floor comprises of a dual aspect lounge with the...",,https://www.rightmove.co.uk/properties/154948826#/?channel=RES_BUY,575000,154948826,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/154948826#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/279k/278579/156905705/278579_33606035_DOC_02_0008.pdf""]","Acorn Street, Burnham-On-Crouch","Reduced on 05/02/2025
 by Paul Mason Associates, Latchingdon",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 05/02/2025,This generous well presented four bedroom detached house is set on this most sought after modern developments in the heart of Burnham-On-Crouch. This historic town is located on the banks of the River Crouch which provides scenic walks along the riverbank. The attractive town is full of charm wit...,,https://www.rightmove.co.uk/properties/156905705#/?channel=RES_BUY,565000,156905705,,for-sale,,Leasehold (100 years),100 years,detached h,https://www.rightmove.co.uk/properties/156905705#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/8k/7881/153099929/7881_33401701_DOC_00_0022.pdf""]","Hillside Road, Burnham-on-Crouch","Reduced on 26/12/2024
 by Church & Hawes, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 26/12/2024,"**GUIDE PRICE £550,000 TO £575,000**OFFERING ONE OF BURNHAM'S MOST FAVOURED POSITIONS & BEING SOLD WITH NO ONWARD CHAIN!!** Favourably positioned towards the end of one of Burnham's most favoured and desired central turnings is this individual and spacious detached character residence. The proper...",,https://www.rightmove.co.uk/properties/153099929#/?channel=RES_BUY,550000,153099929,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/153099929#/?channel=RES_BUY,
"[""https://media.rightmove.co.uk/8k/7881/159298208/7881_33733181_DOC_00_0009.pdf""]","Maldon Road, Burnham-On-Crouch","Added on 12/03/2025
 by Church & Hawes, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 12/03/2025,"***STUNNING 150' REAR GARDEN*** Occupying a favourable position on the fringes of Burnham-on-Crouch and set on a picturesque plot measuring approx. 1/4 of an acre overall is this light, airy and deceptively spacious detached family home. Living accommodation commences with an entrance porch leadi...",,https://www.rightmove.co.uk/properties/159298208#/?channel=RES_BUY,550000,159298208,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159298208#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/8k/7881/146844743/7881_33029859_DOC_00_0018.pdf""]","Orchard Close, Stoney Hills, Burnham-On-Crouch","Added on 15/04/2024
 by Church & Hawes, Burnham on Crouch",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 15/04/2024,BEING OFFERED WITH NO ONWARD CHAIN IS THIS BRAND NEW DETACHED BUNGALOW. A select development of brand new executive two and three bedroom detached bungalows located on the fringes of Burnham on Crouch down one of the town's premier roads consisting of only detached properties. The bungalow sits o...,,https://www.rightmove.co.uk/properties/146844743#/?channel=RES_BUY,550000,146844743,1500sq. ft,for-sale,,Leasehold (40 years),40 years,detached bungal,https://www.rightmove.co.uk/properties/146844743#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/11k/10260/156918956/10260_100923004693_DOC_00_0000.pdf""]","Sandpit Lane, Burnham-on-Crouch","Reduced on 05/03/2025
 by Curtis O'Boyle, Maldon",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 05/03/2025,"Located in Sandpit Lane convenient for the railway station and local amenities, a private road where properties rarely become available and sitting on a wonderful quarter acre plot, with a private rear garden in excess of 105 ft x 85 ft with a raised patio and decking area. This four bedroom deta...",,https://www.rightmove.co.uk/properties/156918956#/?channel=RES_BUY,550000,156918956,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/156918956#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/8k/7881/141009941/7881_32669396_DOC_00_0034.pdf""]","High Street, Burnham-On-Crouch","Reduced on 19/07/2024
 by Church & Hawes, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 19/07/2024,**PROMINENT HIGH STREET POSITION** Believed to have origins dating back to the 1700's and bursting at the seams with an array of charm and character throughout is this wonderful cottage occupying an enviable position centrally within Burnham's historic High Street and Conservation Area. This cha...,,https://www.rightmove.co.uk/properties/141009941#/?channel=RES_BUY,550000,141009941,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/141009941#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Maldon Road,
Burnham-On-Crouch,
CM0","Added on 28/01/2025
 by David Wilson Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 28/01/2025,DETACHED BUNGALOW **WEST FACING GARDEN **PHOTOVOLTAIC PANELS & MORE** DOUBLE DETACHED GAGRAGE & SIDE-BY-SIDE PARKING** The double-fronted Buckfastleigh provides the convenience of modern living on one level. Light flows through this home thanks to a glazed walk-in bay in the spacious kitchen and...,,https://www.rightmove.co.uk/properties/157488275#/?channel=RES_BUY,535000,157488275,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/157488275#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/8k/7881/158923163/7881_33711307_DOC_00_0004.pdf""]","Oak Crescent, Burnham-on-Crouch","Added on 03/03/2025
 by Church & Hawes, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 03/03/2025,"***GUIDE PRICE £525,000 TO £550,000*** Offered for sale with NO ONWARD CHAIN and positioned fantastically on the fringes of this most sought after modern development overlooking a wonderful, picturesque greensward to the front, is this stunningly presented and extremely well maintained detached f...",,https://www.rightmove.co.uk/properties/158923163#/?channel=RES_BUY,525000,158923163,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158923163#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/11k/10260/158745122/10260_100923004729_DOC_00_0000.pdf""]","Harris Street, Burnham-on-Crouch","Added on 26/02/2025
 by Curtis O'Boyle, Maldon",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/02/2025,"Located on the popular David Wilson Homes Corinthian Place Development is this attractive and well appointed three bedroom detached bungalow. The property is offered with 4 years NHBC remaining and benefits from having an good size rear garden. The accommodation consists of an entrance hall, lou...",,https://www.rightmove.co.uk/properties/158745122#/?channel=RES_BUY,525000,158745122,,for-sale,,Leasehold (4 years),4 years,detached bungal,https://www.rightmove.co.uk/properties/158745122#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Maldon Road,
Burnham-On-Crouch,
CM0","Added on 23/12/2024
 by David Wilson Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 23/12/2024,"**£26,000 TOWARDS DEPOSIT **PHOTOVOLTAIC PANELS** WEST FACING GARDEN** The double-fronted Buckfastleigh provides the convenience of modern living on one level. Light flows through this home thanks to a glazed walk-in bay in the spacious kitchen and dining area which leads to the garden. French d...",,https://www.rightmove.co.uk/properties/156187799#/?channel=RES_BUY,523000,156187799,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/156187799#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165632/158959844/165632_33713612_DOC_00_0003.pdf""]","Drewry street, Burnham -on-crouch","Added on 04/03/2025
 by S J Warren, Burnham-On-Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 04/03/2025,"Located on the fringes of Burnham On Crouch but still offering easy access to the high street, shops, restaurants, yacht clubs and railway station. Built by Matthew Homes with approximately 6 years NHBC remaining, is this spacious and extremely well presented four bedroom detached family home...",,https://www.rightmove.co.uk/properties/158959844#/?channel=RES_BUY,520000,158959844,,for-sale,,Leasehold (6 years),6 years,detached h,https://www.rightmove.co.uk/properties/158959844#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY""]","Boatyard Avenue, Burnham on Crouch, CM0 8FR","Added on 26/02/2025
 by Joe Ross Properties, Powered by eXp, Maldon",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/02/2025,Stunning 4 bedroom detached house situated in picturesque waterside town Burnham-on-Crouch,,https://www.rightmove.co.uk/properties/158718239#/?channel=RES_BUY,500000,158718239,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158718239#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165632/159438644/165632_33742127_DOC_00_0002.pdf""]","High Street, Burnham-On-Crouch","Added on 14/03/2025
 by S J Warren, Burnham-On-Crouch",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 14/03/2025,"A fantastic business opportunity or a gorgeous three bedroom character High Street property with a established and respected coffee shop/restaurant in situ. PLEASE NOTE if you are looking from a business perspective, the property is currently set up on the ground floor as a exceptionally nice...",,https://www.rightmove.co.uk/properties/159438644#/?channel=RES_BUY,500000,159438644,,for-sale,,Leasehold (40 years),40 years,h,https://www.rightmove.co.uk/properties/159438644#/?channel=RES_BUY,
,"The Grove, Burnham-On-Crouch","Reduced on 05/02/2025
 by Church & Hawes, Burnham on Crouch",0,3,,,,,Reduced on 05/02/2025,"**PRICE GUIDE £500,000 - £525,000** Built in 2021 and therefore still offering the benefit of nearly 7 years remaining of an Allianz 10 year structural guarantee, is this stunning detached bungalow positioned favourably at the end of a private no through turning. The location is highly desired wi...",,https://www.rightmove.co.uk/properties/157301768#/?channel=RES_BUY,500000,157301768,,for-sale,,,,detached bungal,https://www.rightmove.co.uk/properties/157301768#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/8k/7881/156849899/7881_33602570_DOC_00_0020.pdf""]","Coronation Road, Burnham-on-Crouch","Added on 14/01/2025
 by Church & Hawes, Burnham on Crouch",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",D,GB,GBP,Added on 14/01/2025,"**GUIDE PRICE £500,000 - £525,000** **STUNNING WATERSIDE POSITIONED TOWNHOUSE** Set towards the end of a quiet cul-de-sac with steps leading up to the Quayside of the River Crouch, where tranquil coastal walks can be enjoyed is this conveniently positioned residence ideal for Burnham's picturesqu...",,https://www.rightmove.co.uk/properties/156849899#/?channel=RES_BUY,500000,156849899,1500sq. ft,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/156849899#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?activePlan=2&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/8k/7881/156264227/7881_33574304_DOC_00_0022.pdf""]","Coronation Road, Burnham-on-Crouch","Added on 26/12/2024
 by Church & Hawes, Burnham on Crouch",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 26/12/2024,A unique opportunity to acquire this superbly presented four storey town house located within a stone's throw of the Quayside and River Crouch. The deceptive and versatile accommodation comprises third floor master suite with en-suite shower room and fold out balcony offering distant views acros...,,https://www.rightmove.co.uk/properties/156264227#/?channel=RES_BUY,480000,156264227,,for-sale,,Leasehold (40 years),40 years,t,https://www.rightmove.co.uk/properties/156264227#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165632/155190509/165632_33521000_DOC_00_0006.pdf""]","Mildmay Road, Burnham-On-Crouch","Added on 20/11/2024
 by S J Warren, Burnham-On-Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 20/11/2024,"Located in a very popular road that offers easy access to the high street, shops, restaurants, railway station, yacht clubs and Burnhams scenic river front and marina, This spacious four bedroom family home in lovely order throughout, is spread over three floors. The first floor has a ge...",,https://www.rightmove.co.uk/properties/155190509#/?channel=RES_BUY,480000,155190509,,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/155190509#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/8k/7881/159403226/7881_33651441_DOC_00_0004.pdf""]","Grangewood Park Avenue, Burnham-on-Crouch","Reduced on 12/02/2025
 by Church & Hawes, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 12/02/2025,"An immaculately presented and much improved four bedroom detached house located on this favoured development in Burnham on Crouch. The sellers have made numerous improvements to the property including solar panels with battery storage, log burner in living room and outside cabin with power ...",,https://www.rightmove.co.uk/properties/159403226#/?channel=RES_BUY,475000,159403226,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/159403226#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW"", ""https://media.rightmove.co.uk/8k/7881/150263303/7881_33235720_DOC_00_0029.pdf""]","Station Road, Burnham-On-Crouch","Added on 27/01/2025
 by Church & Hawes, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 27/01/2025,"GUIDE PRICE £475,000 - £500,000. BRAND NEW HIGHLY APPOINTED SEMI-DETACHED DWELLING. Superbly located within a private gated development in the centre of Burnham on Crouch is this high specification property spread over three floors with accommodation totalling approx. 1500 sq. ft. Offering lu...",,https://www.rightmove.co.uk/properties/150263303#/?channel=RES_BUY,475000,150263303,1500sq. ft,for-sale,,Leasehold (40 years),40 years,semi-detached h,https://www.rightmove.co.uk/properties/150263303#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_NEW"", ""#/floorplan?activePlan=2&channel=RES_NEW"", ""#/floorplan?channel=RES_NEW""]","Maldon Road,
Burnham-On-Crouch,
CM0","Added on 24/12/2024
 by David Wilson Homes",0,3,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Added on 24/12/2024,"MOVE THIS SUMMER - START YOUR MVOE TODAY **£23,500 TOWARDS YOUR MOVE **INTEGRAL GARAGE WITH SIDE BY SIDE PARKING** PHOTOVOLTAIC PANELS & MORE** Featuring an open plan kitchen with a dining area and French doors to the garden. A spacious lounge and a utility room complete the ground floor. Upstai...",,https://www.rightmove.co.uk/properties/156187817#/?channel=RES_BUY,473000,156187817,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/156187817#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/166k/165632/158086406/165632_32944085_DOC_00_0002.pdf""]","Maple Way, Burnham-On-Crouch","Reduced on 17/03/2025
 by S J Warren, Burnham-On-Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 17/03/2025,"DUAL LIVING OPPORTUNITY/EXTRA INCOME. located on the very popular Maple Leaf estate which offers short cuts to the railway station, country park, marina and river front, along with the high street, shops, restaurants and yacht clubs. This very nicely presented four bedroom detached house co...",,https://www.rightmove.co.uk/properties/158086406#/?channel=RES_BUY,455000,158086406,,for-sale,,Leasehold (40 years),40 years,detached h,https://www.rightmove.co.uk/properties/158086406#/?channel=RES_BUY,
"[""#/floorplan?activePlan=1&channel=RES_BUY"", ""#/floorplan?channel=RES_BUY"", ""https://media.rightmove.co.uk/8k/7881/158521430/7881_33533755_DOC_00_0003.pdf""]","Bramley Avenue, Burnham-on-Crouch","Reduced on 20/02/2025
 by Church & Hawes, Burnham on Crouch",0,4,"Describes how you own a property. There are different types of tenure - freehold, leasehold, and commonhold.",,GB,GBP,Reduced on 20/02/2025,"***GUIDE PRICE £450,000 - £475,000***STUNNING DETACHED FAMILY HOME BUILT IN 2020*** Occupying a desirable position on the edge of the ever sought after Barley Fields development, is this stylishly improved and wonderfully presented detached family home offering a wealth of deceptively sized livin...",,https://www.rightmove.co.uk/properties/158521430#/?channel=RES_BUY,450000,158521430,,for-sale,,Leasehold (6 years),6 years,detached h,https://www.rightmove.co.uk/properties/158521430#/?channel=RES_BUY,
